body,title,url
,,https://as.com/tikitakas/2021/07/16/videos/1626447852_975389.html
"Los cambios en WhatsApp se producen de forma lenta y soterrada, como movimientos telúricos. Se ensayan en silencio, se gestan durante meses sin hacer mucho ruido. Pero de vez en cuando emergen a la superficie noticias que forman pequeños terremotos. El más intenso sacudió nuestras pantallas en enero de 2021. Fue entonces cuando WhatsApp anunció un cambio en su política de privacidad en virtud del cual compartiría datos con Facebook, su empresa matriz. Lo comunicó con un mensaje que sonaba ambiguo y confuso. Pensó que el usuario medio perpetuaría el hábito más común de internet: asegurar que había leído las condiciones de uso (sin haberlo hecho) y que estaba de acuerdo con ellas. No fue así. Muchos usuarios migraron a sistemas de mensajería como Signal o Telegram. Otros propagaron bulos por sus chats de WhatsApp, exagerando las intenciones de la empresa. La cacofonía hizo incomprensible el mensaje y la compañía se vio obligada a posponer, primero, y matizar, después, su decisión. Los movimientos, sin embargo, continuaron bajo la superficie.",El dilema de quedarse en WhatsApp: ¿a qué renuncias para hablar con la gente que te importa?,https://elpais.com/ideas/2021-07-11/el-dilema-de-quedarse-en-whatsapp.html
"La Habana y Washington han vuelto al lenguaje de la confrontación directa, iniciando una nueva escalada diplomática tras las inéditas protestas que el domingo sucedieron en La Habana y otras ciudades y pueblos de Cuba, que han conmocionado a la sociedad. El líder del régimen cubano, Miguel Díaz-Canel, acusó este viernes a Washington de haber “fracasado en su empeño de destruir a Cuba” pese a haber “malgastado miles de millones de dólares” para conseguirlo. Con esas palabras respondió al presidente estadounidense, Joe Biden, quien en la víspera dijo que la isla es un “Estado fallido que reprime a sus ciudadanos”.",Miguel Díaz-Canel eleva la tensión con EE UU: “Ha fracasado en su empeño por destruir Cuba”,https://elpais.com/internacional/2021-07-16/miguel-diaz-canel-eleva-la-tension-con-ee-uu-ha-fracasado-en-su-empeno-por-destruir-cuba.html
"Lambda ya es “variante de interés” para la Organización Mundial de la Salud. Esta clasificación es equivalente a poner el linaje originado probablemente en Perú bajo vigilancia cauta pero atenta: indica que, según la evidencia disponible, C.37 ha demostrado potencial para ser más peligrosa entre los humanos en al menos una de las dimensiones que preocupan sobre el virus (principalmente, su capacidad de contagio o de evadir inmunidad adquirida). Si lo será finalmente, y en qué medida, está por confirmar. Pero los indicios recogidos en el área andina (Perú, pero también Chile o Argentina) no son esperanzadores.",Variante lambda de la covid-19: qué se sabe de su origen en América del Sur y su capacidad de transmisión,https://elpais.com/sociedad/2021-07-11/variante-lambda-de-la-covid-19-que-se-sabe-de-su-origen-en-america-del-sur-y-su-capacidad-de-transmision.html
"Veinte de los 190 miembros de ETA recluidos en cárceles españolas han solicitado participar en los talleres de justicia restaurativa puestos en marcha por Instituciones Penitenciarias para que los condenados por todo tipo de delitos se sienten cara a cara con sus víctimas y les pidan perdón, según ha informado EL PAÍS fuentes políticas vascas y confirmado fuentes penitenciarias. El objetivo, a semejanza de los 14 encuentros celebrados en 2011 con reclusos arrepentidos de la organización terrorista acogidos a la llamada Vía Nanclares, es que las víctimas consigan una reparación, al menos simbólica, por el daño sufrido y, a la vez, facilitar la reinserción de los presos haciéndoles conscientes del dolor que han causado.",20 presos de ETA reactivan los encuentros con víctimas paralizados hace una década,https://elpais.com/espana/2021-07-17/20-presos-de-eta-reactivan-los-encuentros-con-victimas-paralizados-hace-una-decada.html
"No hay tregua para el PRI. Poco más de un mes después de registrar unos duros resultados electorales, se acumulan los problemas en el histórico partido mexicano alargando una crisis cada vez más profunda. La debacle territorial −ha perdido ocho de los 12 Estados donde gobernaba− ha vuelto a sacar a la superficie una guerra interna que permanecía aletargada pero que se remonta, al menos, a la salida del poder de Enrique Peña Nieto en 2018. La tensión explotó a finales de junio con una batalla campal a las puertas de la sede del partido que se saldó con un herido de bala. En paralelo, los casos por corrupción contra altos cargos del Gobierno de Peña Nieto siguen aumentando, con la reciente imputación por enriquecimiento ilícito del exsecretario de Economía Ildefonso Guajardo, como último ejemplo. Asediado en los tribunales y roto por dentro, el PRI no encuentra la salida a su laberinto.",Los juicios por corrupción y la guerra interna profundizan la decadencia del PRI,https://elpais.com/mexico/2021-07-17/los-juicios-por-corrupcion-y-la-guerra-interna-profundizan-la-decadencia-del-pri.html
"“Nos interesa América porque nos consideramos un periódico americano”, expresa rotundo el director de EL PAÍS América, Jan Martínez Ahrens. “El periódico tiene la nacionalidad de sus lectores”. Mas allá de la clásica información de corresponsal, EL PAÍS intenta estar “en el nervio central de la actualidad” y de las sociedades.",Jan Martínez Ahrens: “El periódico tiene la nacionalidad de sus lectores”,https://elpais.com/mexico/2021-03-05/jan-martinez-ahrens-nos-interesa-america-porque-nos-consideramos-un-periodico-americano.html
"El mayor movimiento social del mundo quiere plantar su bandera en la meca del capitalismo: el mercado de capitales. El estandarte rojo del Movimiento de los Trabajadores Rurales Sin Tierra (MST), con la bandera brasileña sobre un fondo blanco, ondeará ahora en las carteras de inversiones. El MST tiene previsto recaudar 3,5 millones de dólares con la emisión de un Certificado de Recibibles de la Agroindustria (CRA), un tipo de título de renta fija utilizado para financiar al productor o a la cooperativa agrícola y que está respaldado por la economía real, es decir, la propia producción. En la práctica, quien esté interesado en financiar las actividades del movimiento puede comprar títulos y tendrá, como retorno, una remuneración prefijada que ronda el 5,5% anual, pagada con el beneficio de la venta de los productos agrícolas. El interés es superior al de las cuentas de ahorro, por ejemplo, que de enero a diciembre de 2020 fue del 2,11%.",Los trabajadores rurales sin tierra de Brasil entran en el mercado de capitales,https://elpais.com/economia/2021-07-16/los-trabajadores-rurales-sin-tierra-de-brasil-entran-en-el-mercado-de-capitales.html
"Este libro de Terry Eagleton se esperaba. Otros colegas suyos habían escrito cosas parecidas: Simon Critchley, Sobre el humor; Slavoj Žižek, Mis chistes, mi filosofía, y Alenka Zupančič, Sobre la comedia, así que el suyo tenía que caer antes o después. En obras previas ya dio vueltas a la diferencia entre la comedia y la tragedia o a la relación entre absurdo e historia, y, sí, contó más de un chiste. Para ser un libro de un marxista, menciona a Marx una sola vez y, curiosamente, no para recordar aquello de que la historia ocurre dos veces, la primera como tragedia y la segunda como farsa. En el segundo capítulo, Hegel, Marx y Brecht saltan a escena, pero en el conjunto del libro el espíritu marxista opera con discreción. El absurdo de Beckett, que tanto le ha interesado, tiene menos cabida de la esperada, mientras que la teoría del carnaval de Bajtín tiene más de la deseada. Las tesis de Henri Bergson están excelentemente explicadas, pero un poco simplificadas. La teoría del humor de Freud aparece inevitablemente y acierta al darle una interpretación holgada, no solo sexual, a la idea de represión.",Menuda gracia: una historia cultural del humor,https://elpais.com/babelia/2021-07-16/menuda-gracia.html
,,https://elpais.com/elpais/2021/07/02/album/1625239930_407614.html
"Los promotores del Mundial de Fórmula 1 decidieron poner toda la carne en el asador con vistas al Gran Premio de Gran Bretaña que se celebra este fin de semana en Silverstone, la cuna de la velocidad y el circuito alrededor del cual se distribuyen seis de las diez escuderías que se miden en el certamen. El jueves se presentó en sociedad y a escala real el monoplaza tipo que concentrará el mayor zarandeo en el reglamento técnico de los últimos años. Y el viernes arrancó el nuevo formato de gran premio que se aplicará en otras dos citas (Monza e Interlagos) y que ofrece, como elemento diferencial, la carrera corta complementaria que se celebrará el sábado. Ambas iniciativas responden a un mismo objetivo: fomentar la igualdad de un campeonato que en los últimos años ha vivido sometido a la batuta de Mercedes, siete dobletes consecutivos desde 2014, cuando entró en vigor la anterior revolución en la normativa y se introdujo la tecnología híbrida.",Silverstone acuna la nueva Fórmula 1,https://elpais.com/deportes/2021-07-16/silverstone-acuna-la-nueva-formula-1.html
,,https://cincodias.elpais.com/cincodias/2021/07/12/autonomos/1626125779_734009.html
"Un nuevo fútbol. Una Argentina firme, combativa y solidaria, pero con Messi, ganó la Copa América; una Italia audaz, enérgica y valiente, pero con Donnarumma, ganó la Eurocopa. Todo para decirnos, una vez más, que el fútbol es un juego asociativo que produce soluciones eficaces gracias a individuos inspirados. De la consistencia y del mayor o menor atrevimiento se encargan los entrenadores; de la eficacia de la idea y de las ocurrencias desequilibrantes se encargan los jugadores. Millones de neuronas alimentadas por una cultura que comienza en el placer de jugar y prosigue en entrenamientos, instrucciones, partidos vistos y jugados, sueños dormidos y despiertos y una apasionada ambición. Es lo que conocemos como talento individual. Ese capital, cada día menos salvaje y más académico, los entrenadores lo están poniendo al servicio de un fútbol metódico, muy profesional y algo previsible, pero que lejos de rapiñar, intenta enaltecer el juego.",Entre la ciencia  y Kiricocho,https://elpais.com/deportes/2021-07-17/entre-la-ciencia-y-kiricocho.html
"Nada en el ámbito del deporte supera a los Juegos Olímpicos en mística y magnitud, un fenomenal racimo de competiciones que en dos semanas se consume a bocados. Es un delirio que atrapa la voluntad de los atletas y la imaginación de los aficionados, y en la misma medida estimula pasiones bastante más prosaicas: ambición, codicia, corrupción y dividendos políticos. Satinados por una pátina de solemnidad y épica, que sirve por igual para cantar la gloria del campeón y el drama del fracaso, los Juegos son un mundo en sí mismo, perfectamente milimetrado por el Comité Olímpico Internacional (COI), pero inestable por naturaleza; un coloso difícil de controlar, con un misterioso afán por establecer narrativas que en la mayoría de los casos trascienden al deporte.",De qué escribimos cuando escribimos de deporte,https://elpais.com/babelia/2021-07-17/de-que-escribimos-cuando-escribimos-de-deporte.html
"Dispositivos como Kissenger permiten enviar un beso a distancia a tu pareja. Basta con poner los labios en una boca artificial acoplada al móvil para que el beso se transfiera a un dispositivo igual en cualquier parte del mundo. También existen almohadas para sentir el latido del corazón de otra persona, vibradores que pueden ser controlados a distancia y moverse al ritmo de la música y muñecas repletas de sensores que hablan y fingen orgasmos. Los robots o juguetes sexuales, los aparatos con fines terapéuticos y el porno en realidad virtual ya son una realidad. El futuro del sexo pasa por la tecnología y abre un sinfín de interrogantes. ¿Un usuario podría elegir mantener sexo virtual con el avatar de una expareja o de una persona fallecida? ¿En qué casos será necesario el consentimiento? ¿Hablaremos de infidelidades virtuales?","Amantes robot, vibradores-despertador e infidelidades virtuales: el sexo que traen las nuevas tecnologías",https://elpais.com/tecnologia/2021-07-16/amantes-robot-vibradores-despertador-e-infidelidades-virtuales-el-sexo-que-traen-las-nuevas-tecnologias.html
"América Latina es una región que está envejeciendo. Se estima que para 2050, los mayores de 65 años serán el doble y habrá menos personas en edad de trabajar, como resultado de un aumento lento pero sostenido de la esperanza de vida y una caída de la tasa de fecundidad.",Cómo envejecer bien en Latinoamérica,https://elpais.com/america/economia/termometro-social-de-america/2021-07-15/como-envejecer-bien-en-latinoamerica.html
,,https://smoda.elpais.com/celebrities/florence-pugh-entrevista-viuda-negra/
,,https://elpais.com/elpais/2021/07/05/album/1625483230_667213.html
"México está en plena espiral de violencia. La guerra entre grupos criminales no cesa en Michoacán, dejando a su paso una estela de asesinatos, balaceras y bloqueos por el control del tráfico de drogas en la costa del Pacífico. Las comunidades indígenas de Chiapas, en el sur del país, están a merced de extorsiones, amenazas y saqueos, mientras la formación de grupos civiles de autodefensa no ha frenado el éxodo de miles de personas para huir del conflicto. El hartazgo también ha pasado factura en Oaxaca, donde 22 elementos de la Guardia Nacional fueron retenidos por pobladores durante tres días. En Tamaulipas, en la frontera con Estados Unidos, fue hallada esta semana una narcofosa con los restos de al menos 21 personas, como las cuatro fosas comunes que ya se encontraron en Quintana Roo, la joya turística del Caribe mexicano. Todo, esta semana. El presidente, Andrés Manuel López Obrador, ha atraído la atención en su conferencia de prensa de este viernes sobre la situación que se vive en el central Estado de Guanajuato y ha exigido a las autoridades locales que hagan algo para combatir la escalada de homicidios violentos. Pero las noticias sobre el último pico que ha teñido de rojo al país llegan desde los cuatro puntos cardinales.",López Obrador se aferra a su estrategia de seguridad pese a la violencia desbordada por todo México,https://elpais.com/mexico/2021-07-16/lopez-obrador-se-aferra-a-su-estrategia-de-seguridad-pese-a-la-violencia-desbordada-por-todo-mexico.html
"Ocho millones de personas en España no pueden moverse libremente durante la madrugada. Los toques de queda empiezan a materializarse en cada vez más territorios a medida que la variante delta dispara los contagios, especialmente entre los jóvenes. Así, la prohibición de salir de casa ya afecta al 16,9% de la población (una de cada seis personas). Las últimas comunidades en imponerlos han sido Cataluña y Cantabria, que han conseguido el aval de la justicia para implementarlos, visto bueno que ya logró la Comunidad Valenciana. Navarra ha anunciado este viernes que también solicita la autorización judicial para imponer el toque de queda en casi todo su territorio, mientras que Extremadura no ha conseguido que la justicia se lo conceda para los tres municipios en los que lo reclamaba. Los expertos urgen más medidas para contener la transmisión del virus en España y no fiar solo a la vacunación la evolución de la curva epidémica.",Uno de cada seis españoles ya vuelve a vivir bajo el toque de queda,https://elpais.com/sociedad/2021-07-17/uno-de-cada-seis-espanoles-ya-vuelve-a-vivir-bajo-el-toque-de-queda.html
"Cuando Ainhoa, de ocho años, tenía apenas dos dio a sus padres un mensaje alto y claro: soy una niña. No le interesaba jugar con coches o los balones que le habían comprado sus padres. A la hora de vestir, mostraba malestar, y cuando estaban en un restaurante, siempre pedía entrar al baño de las mujeres. “En sus ojos pude entender que sus rabietas no eran un capricho, sino algo mucho más profundo. Mi hija nació con pene”, explica su padre, Iban Mayo. En España, se estima que hay más de 10.000 personas cuya identidad de género no coincide con el sexo que se les asignó al nacer, y en torno a 700 son menores transexuales, según el Colegio Oficial de Psicología de Castilla y León.","Mi hijo es mi hija: “En sus ojos pude entender que sus rabietas no eran un capricho, sino algo más profundo”",https://elpais.com/mamas-papas/2021-07-17/mi-hijo-es-mi-hija-en-sus-ojos-pude-entender-que-sus-rabietas-no-eran-un-capricho-sino-algo-mas-profundo.html
"Al principio no tenía claro si me gustaba más leer El extranjero, de Camus, Santuario, de Faulkner y La montaña mágica, de Thomas Mann que ver en el cineclub El halcón maltés, La Reina de África y La jungla de asfalto, de John Huston. Ser director de cine me parecía estar más pegado al hueso y la carne de los personajes, a quienes manipulaba, soportaba, mandaba sobre ellos, sabía de sus pasiones dentro y fuera de la pantalla. De hecho, recién llegado a Madrid, antes de recalar en el café Gijón, me presenté en la Escuela de Cinematografía de la calle Montesquinza para inscribirme en el examen de dirección. Me recibió un ser con babuchas a cuadros que se estaba comiendo un bocadillo de tortilla de patatas. Pensé que nunca sería como John Huston si permanecía un minuto más en aquel lugar y lo dejé correr.",Pasiones dentro y fuera de la pantalla,https://elpais.com/cultura/2021-07-17/pasiones-dentro-y-fuera-de-la-pantalla.html
"El próximo martes se estrenará la cuarta temporada de Lazos de Sangre, en TVE y la primera entrega la protagonizará María Jiménez. Siempre recuerdo la ocasión en que la cantante acudió a Crónicas Marcianas para denunciar los malos tratos de su pareja, en varios matrimonios, Pepe Sancho. No fue una visita fácil, la tensión era absoluta en parte porque ambos, y sobre todo él, eran amigos del programa. Jiménez relató con detalle episodios de violencia y al día siguiente de la emisión, Pepe Sancho respondió colérico a los periodistas que lo esperaban en el aeropuerto. El testimonio de maltrato fue ninguneado, reduciéndolo en los medios a una “típica reacción de celos”(Sancho mantenía una relación con la escritora Reyes Monforte). O también como “la típica exclusiva de una persona acostumbrada a venderlo todo”.",King Kong,https://elpais.com/gente/2021-07-17/king-kong.html
"Claudia Piñeiro (Buenos Aires, 61 años) ha ganado el Premio Dashiell Hammett de la Semana Negra de Gijón con Catedrales (Alfaguara). En una de las citas con más calidad que se recuerda —los otros finalistas eran Lorenzo Silva, Marta Sanz, Elia Barceló y Alberto Gil— la escritora argentina ha obtenido el galardón por unanimidad con una novela, “no canónica” a ojos del jurado que resalta “su gran riqueza literaria” y el “profundo conocimiento de la realidad humana” que muestra. El acta también subraya la capacidad de la novela para dejar en evidencia la hipocresía de ciertos sectores sociales.",Claudia Piñeiro gana el Premio Dashiell Hammett de la Semana Negra de Gijón,https://elpais.com/cultura/2021-07-16/claudia-pineiro-gana-el-premio-dashiel-hammett-de-la-semana-negra-de-gijon.html
"La sentencia del Constitucional contra el decreto que permitió el confinamiento ha hecho cundir la alarma incluso entre sus partidarios, sorprendidos sobre todo por las fuertes reacciones que la resolución ha generado. Y para los críticos con el fallo, por las dificultades que puede crear en el futuro, ante situaciones que lleven a graves restricciones de los derechos fundamentales, como ha ocurrido con la pandemia. Quienes creen que se ha buscado una solución para un problema inexistente temen que la declaración del estado de excepción ni sea la respuesta adecuada para combatir una emergencia sanitaria ni proporcione mayor seguridad jurídica, sino todo lo contrario.",Un fallo inquietante ante un futuro incierto,https://elpais.com/espana/2021-07-17/un-fallo-inquietante-ante-un-futuro-incierto.html
,,https://elviajero.elpais.com/elviajero/2021/07/14/album/1626269688_599315.html
"Una patrulla volcada en mitad de la calle, dos jóvenes negros encima. Parecen gritar algo que llevan susurrando toda la vida. La garganta convierte al individuo en ciudadano, es el lugar en que confluyen la idea y el cuerpo, el músculo sonoro. La palabra de la protesta explota en la garganta, no llega a la boca ni a la lengua y convierte a la eufonía en la principal categoría ideológica del discurso cívico.",Protestas en Cuba: las cosas por su nombre,https://elpais.com/opinion/2021-07-13/protestas-en-cuba-las-cosas-por-su-nombre.html
"Este sol de julio se abalanza sobre la llanura marroquí de Annual con una brutalidad que contribuye a ponerse en la piel de los miles de soldados españoles caídos mientras huían desde aquí a Melilla. Aquella desbandada sucedió hace un siglo, entre el 22 de julio y el 9 de agosto de 1921. Muchos murieron de sed en sus fortines, los legendarios blocaos, asediados por los rifeños. Otros fallecieron tiroteados mientras intentaban huir. Y otros tantos, torturados después de entregarse a pocos kilómetros de allí, en el fuerte de Monte Arruit, con las orejas, las narices y los testículos mutilados.","La derrota de Annual, cien años de olvido",https://elpais.com/eps/2021-07-18/la-derrota-de-annual-cien-anos-de-olvido.html
"La distopía ya está aquí. Una androide mujer entrevista a un joven varón para un puesto de trabajo. Ella tiene el poder y él las explicaciones. Entonces ¿por qué cree que merece este trabajo? pregunta la máquina con su controladora voz. Bueno, sé manejar cualquier sistema operativo, responde el chaval. Nosotros también, dice ella. Luego la androide le reprocha lo mucho que nos gusta a los humanos perder el tiempo, la baja rentabilidad de nuestro trabajo, el tiempo que perdemos hablando por los pasillos. La escena no es real sino el último anuncio de Aquarius, dirigido por Owen Harris, director de Black Mirror y una especie de master chef de la distopía tecnológica. He pasado mucho miedo viendo este anuncio. Y aún más pensando en él.",Quién tuviera un jefe robot con quien hablar de la empatía,https://elpais.com/opinion/2021-07-17/quien-tuviera-un-jefe-robot-con-quien-hablar-de-la-empatia.html
"La patronal de empresas turísticas ha puesto cifras a un fenómeno que ya se intuía como masivo. Entre marzo y mayo de 2021 se triplicaron los viajes de mexicanos a Estados Unidos, en total fueron 905.487, según un informe del Consejo Nacional de Empresas Turísticas (CNET) y el Centro de Investigación y Competitividad Turística de la Universidad Anáhuac (Cicotur). En los tres meses anteriores la cifra de viajeros a EE UU fue de 380.000. Para los directores del informe este auge tiene una causa clara: el turismo de vacunación contra la covid-19.",El turismo de vacunación contra la covid-19 triplica los viajes de mexicanos a Estados Unidos,https://elpais.com/mexico/2021-07-16/el-turismo-de-vacunacion-contra-la-covid-19-triplica-los-viajes-de-mexicanos-a-estados-unidos.html
"La frontera con México sigue siendo el talón de Aquiles para la Administración Biden. Estados Unidos ha registrado 1,2 millones de arrestos de inmigrantes ilegales desde el inicio del año fiscal 2021, en octubre pasado. Aún con tres meses por delante para el cierre del periodo, el año ya ha batido la barrera del millón, que no se había superado en 15 años. Junio ha aportado con abundancia a esta cuenta. Las autoridades migratorias hicieron el mes pasado más de 188.000 detenciones, un aumento de 4,5% con respecto a mayo. Las cifras son combustible puro para la narrativa de los republicanos y simpatizantes del expresidente Donald Trump, quienes añoran la mano dura en la frontera. Esto mientras el Gobierno demócrata pide tiempo para reconstruir el sistema de inmigración roto en cuatro años de Trump.",Estados Unidos supera en nueve meses el millón de detenciones en la frontera,https://elpais.com/internacional/2021-07-16/estados-unidos-supera-en-nueve-meses-el-millon-de-detenciones-en-la-frontera.html
"Para el periodista nicaragüense Carlos Fernando Chamorro (Managua, 65 años), el premio Ortega y Gasset a la trayectoria es un reconocimiento al periodismo independiente “a pesar de la persecución y la hostilidad” que sufre la prensa en su país. “En Nicaragua se vive este galardón como un aliento para todos los profesionales después de años de ataques brutales dirigidos a aplastar las libertades. Es un premio a la resistencia del periodismo y a su compromiso con la verdad y la libertad”, dice el director de la revista Confidencial y presentador del programa de televisión Esta semana.","Carlos Chamorro, la voz libre de Nicaragua",https://elpais.com/sociedad/2021-05-25/carlos-chamorro-la-voz-libre-de-nicaragua.html
